user_goal_id,user_goal,user_goal_url,expression,visits
1848,eczema,,dermatitis rash,1481
1849,paracetamol in pregnancy,,paracetamol in pregnancy,2849
1849,paracetamol in pregnancy,,paracetamol pregnancy,2095
1849,paracetamol in pregnancy,,can you take paracetamol when pregnant,1503
1849,paracetamol in pregnancy,,paracetamol when pregnant,1494
1849,paracetamol in pregnancy,,paracetamol during pregnancy,1089
1849,paracetamol in pregnancy,,can i take paracetamol when pregnant,1052
1850,nitrofurantoin,,nitrofurantoin,126187
1850,nitrofurantoin,,macrobid,11549
1850,nitrofurantoin,,macrodantin,1718
1850,nitrofurantoin,,antibiotic nitrofurantoin,1103
1850,nitrofurantoin,,macrobid nitrofurantoin,1080
1850,nitrofurantoin,,nitrofurantoin uk,1057
1854,pre diabetes,,pre diabetes,7142
1854,pre diabetes,,prediabetes,4899
1854,pre diabetes,,borderline diabetes,3409
1854,pre diabetes,,borderline diabetic,2363
1854,pre diabetes,,pre diabetic,749
1854,pre diabetes,,prediabetic state,586
1854,pre diabetes,,pre diabetes uk,531
1854,pre diabetes,,diabetic borderline,257
1854,pre diabetes,,pre-diabetes uk,236
1854,pre diabetes,,prediabetic,220
1854,pre diabetes,,pre-diabetes,219
1854,pre diabetes,,pre.diabetes,144
1854,pre diabetes,,pre-diabetic,128
1855,have i got diabetes,,have i got diabetes,4952
1855,have i got diabetes,,do i have diabetes,4682
1855,have i got diabetes,,am i diabetic,3389
1855,have i got diabetes,,how do you know if you have diabetes,2103
1855,have i got diabetes,,how do i know if i have diabetes,1439
1855,have i got diabetes,,how to tell if you have diabetes,1372
1855,have i got diabetes,,how to know if you have diabetes,1067
1855,have i got diabetes,,i think i have diabetes,1065
1855,have i got diabetes,,how to tell if your diabetic,745
1855,have i got diabetes,,how do you know if you have diabetes?,705
1855,have i got diabetes,,how do you diagnose diabetes,518
1855,have i got diabetes,,how do you know if you are diabetic,436
1855,have i got diabetes,,how do i know if im diabetic,433
1855,have i got diabetes,,worried i may have diabetes,397
1855,have i got diabetes,,could i have diabetes,396
1855,have i got diabetes,,how to know if your diabetic,348
1855,have i got diabetes,,how to know if you're diabetic,321
1855,have i got diabetes,,how to tell if you are diabetic,317
1855,have i got diabetes,,how do you know when you are diabetic,303
1855,have i got diabetes,,how do i know if i'm diabetic,302
1855,have i got diabetes,,how to tell if you got diabetes,237
1855,have i got diabetes,,how to know if u have got diabetes,226
1855,have i got diabetes,,how to know you have diabetes,178
1855,have i got diabetes,,how do you know if your diabetic,138
1855,have i got diabetes,,how to find out if i'm diabetic,130
1855,have i got diabetes,,how to detect diabetes,129
1855,have i got diabetes,,might have diabetes,129
1855,have i got diabetes,,how can i tell if im diabetic,115
1855,have i got diabetes,,how would you know you have diabetes,114
1855,have i got diabetes,,how do u know if i have diabetes,111
1857,autism,,autism,325048
1857,autism,,autistic,23329
1857,autism,,autism uk,17487
1857,autism,,autisim,1648
1857,autism,,autisum,1472
1860,autism in children,,autism in children,7170
1860,autism in children,,children with autism,3172
1860,autism in children,,child autism uk,2494
1860,autism in children,,autistic children,1897
1861,autism in girls,,autism in girls,7591
1861,autism in girls,,girls with autism,2349
1861,autism in girls,,girls and autism,1549
1861,autism in girls,,autism girls,1340
1861,autism in girls,,autistic girls,1031
1862,autism in women,,autism in women,7229
1862,autism in women,,female autism,3054
1862,autism in women,,autism women,2831
1862,autism in women,,women with autism,1720
1863,autism in adults,,autism in adults,25950
1863,autism in adults,,adult autism,6231
1863,autism in adults,,adults with autism,2509
1863,autism in adults,,autistic adults,1967
1863,autism in adults,,autism adults,1608
1864,autism in toddlers,,autism in toddlers,4766
1864,autism in toddlers,,signs of autism in toddlers,3887
1864,autism in toddlers,,autism symptoms in toddlers,1456
1864,autism in toddlers,,autism in toddlers uk,1449
1864,autism in toddlers,,signs of autism in toddler,1033
1866,autism symptoms,,autism symptoms,35271
1866,autism symptoms,,signs of autism,18369
1866,autism symptoms,,symptoms of autism,18138
1866,autism symptoms,,autistic symptoms,9285
1866,autism symptoms,,autistic traits,8542
1866,autism symptoms,,autism traits,4294
1866,autism symptoms,,autism signs,3649
1866,autism symptoms,,traits of autism,3143
1866,autism symptoms,,characteristics of autism,2270
1866,autism symptoms,,what are the symptoms of autism,1341
1866,autism symptoms,,features of autism,1043
1867,autism awareness,,autism awareness,11502
1868,autism toys,,autism toys,5370
1868,autism toys,,autistic toys,2577
1868,autism toys,,toys for autism,2031
1868,autism toys,,autistic toys uk,1301
1868,autism toys,,toys for autism uk,1144
1871,symptoms of autism in adults,,symptoms of autism in adults,10346
1871,symptoms of autism in adults,,signs of autism in adults,9094
1871,symptoms of autism in adults,,autism in adults symptoms,9071
1871,symptoms of autism in adults,,autism symptoms in adults,8696
1871,symptoms of autism in adults,,symptoms of adult autism,5349
1871,symptoms of autism in adults,,adult autism symptoms,2010
1871,symptoms of autism in adults,,autistic traits in adults,1841
1871,symptoms of autism in adults,,autism symptoms adults,1760
1871,symptoms of autism in adults,,autism adults symptoms,1095
1872,adult autism test,,adult autism test,6399
1872,adult autism test,,autism test for adults,3341
1872,adult autism test,,autism in adults test,2108
1872,adult autism test,,autism test adults,1222
1873,diabetes symptoms in women,,diabetes symptoms in women,10168
1873,diabetes symptoms in women,,signs of diabetes in women,5945
1873,diabetes symptoms in women,,diabetes symptoms women,3143
1873,diabetes symptoms in women,,symptoms of diabetes in women,1003
1873,diabetes symptoms in women,,diabetes in women symptoms,104
1875,diabetes symptoms in men,,diabetes symptoms in men,9745
1875,diabetes symptoms in men,,signs of diabetes in men,6527
1875,diabetes symptoms in men,,symptoms of diabetes in men,2817
1875,diabetes symptoms in men,,diabetes symptoms men,457
1875,diabetes symptoms in men,,men signs you may have diabetes,158
1876,early signs of diabetes,,early signs of diabetes,5945
1876,early signs of diabetes,,early symptoms of diabetes,4729
1876,early signs of diabetes,,first signs of diabetes,2380
1876,early signs of diabetes,,diabetes early symptoms,1303
1876,early signs of diabetes,,early diabetes symptoms,692
1876,early signs of diabetes,,diabetes warning signs,609
1876,early signs of diabetes,,symptoms of early diabetes,511
1876,early signs of diabetes,,diabetes first signs,463
1876,early signs of diabetes,,signs of early diabetes,368
1876,early signs of diabetes,,diabetes early signs,355
1876,early signs of diabetes,,warning signs of diabetes,333
1876,early signs of diabetes,,first symptoms of diabetes,297
1876,early signs of diabetes,,first sign of diabetes,282
1876,early signs of diabetes,,early signs of diabetics,271
1876,early signs of diabetes,,diabetes first symptoms,161
1876,early signs of diabetes,,what are the early signs of diabetes,146
1876,early signs of diabetes,,first signs diabetes,142
1876,early signs of diabetes,,early sign of diabetes,103
1876,early signs of diabetes,,what are the first signs of diabetes,101
1878,diabetes test kit,,diabetes test kit,11041
1878,diabetes test kit,,blood sugar test kit,7369
1878,diabetes test kit,,diabetic test kit,2139
1878,diabetes test kit,,blood sugar testing kit,1942
1878,diabetes test kit,,diabetes blood test kit,977
1878,diabetes test kit,,glucose testing kit,929
1878,diabetes test kit,,diabetes testing kit,838
1878,diabetes test kit,,blood glucose test kit,821
1878,diabetes test kit,,blood glucose monitoring kits,637
1878,diabetes test kit,,blood glucose testing kits,629
1878,diabetes test kit,,glucose test kit,505
1878,diabetes test kit,,blood glucose monitoring kit,441
1878,diabetes test kit,,diabetes monitoring kit,424
1878,diabetes test kit,,diabetes blood testing kit,417
1878,diabetes test kit,,diabetes test kit uk,382
1878,diabetes test kit,,blood glucose kit,326
1878,diabetes test kit,,diabetes test kits,318
1878,diabetes test kit,,sugar testing kit,290
1878,diabetes test kit,,blood sugar test kits,286
1878,diabetes test kit,,diabetic blood test kit,253
1878,diabetes test kit,,diabetes testing kits,241
1878,diabetes test kit,,bloodsugar test kit,235
1878,diabetes test kit,,diabetic testing kits,219
1878,diabetes test kit,,blood sugar tester kit,211
1878,diabetes test kit,,diabetic blood testing kit,195
1878,diabetes test kit,,blood sugar kits,163
1878,diabetes test kit,,blood glucose testing kit,156
1878,diabetes test kit,,blood sugar testing kits,152
1878,diabetes test kit,,diabetes test kit.,149
1878,diabetes test kit,,diabetic test kits,148
1878,diabetes test kit,,blood sugar monitor kit,146
1879,mmr autism,,mmr autism,7539
1879,mmr autism,,mmr vaccine autism,3558
1879,mmr autism,,mmr and autism,2106
1879,mmr autism,,mmr vaccine and autism,1105
1880,autism test,,autism test,78811
1880,autism test,,autistic test,4083
1880,autism test,,autism tests,1274
1880,autism test,,test for autism,1253
1881,online autism test,,online autism test,4914
1881,online autism test,,autism test online,4738
1881,online autism test,,autism online test,1951
1882,am i autistic,,am i autistic,12159
1883,what causes autism,,what causes autism,10752
1883,what causes autism,,causes of autism,4728
1883,what causes autism,,autism causes,3746
1883,what causes autism,,cause of autism,3255
1884,what is autism,,what is autism,49852
1884,what is autism,,autism meaning,9856
1884,what is autism,,autism definition,6018
1884,what is autism,,define autism,2292
1884,what is autism,,autistic meaning,2288
1884,what is autism,,definition of autism,1932
1884,what is autism,,what is autistic,1220
1884,what is autism,,defintion of autism,1108
1884,what is autism,,what does autistic mean,1045
1885,autism diagnosis,,autism diagnosis,6817
1885,autism diagnosis,,how to diagnose autism,2735
1885,autism diagnosis,,diagnosing autism,2277
1885,autism diagnosis,,diagnosis of autism,1789
1885,autism diagnosis,,autism diagnosis uk,1704
1885,autism diagnosis,,autism assessment uk,1318
1885,autism diagnosis,,autism and diagnosis,1071
1886,hba1c,,hba1c,15107
1886,hba1c,,diabetes hba1c,920
1886,hba1c,,glycated haemoglobin,604
1886,hba1c,,hb a1c,272
1886,hba1c,,hba1 diabetes,258
1886,hba1c,,glycated hemoglobin,183
1886,hba1c,,hba1c diabetes,146
1886,hba1c,,haemoglobin a1c / hba1c,103
1887,pre diabetes symptoms,,pre diabetes symptoms,10806
1887,pre diabetes symptoms,,pre diabetes signs,1681
1887,pre diabetes symptoms,,signs of prediabetes,1246
1887,pre diabetes symptoms,,symptoms of prediabetes,1219
1887,pre diabetes symptoms,,pre-diabetes symptoms,1057
1887,pre diabetes symptoms,,pre diabetic symptoms,1034
1887,pre diabetes symptoms,,pre diabetes symptoms signs,977
1887,pre diabetes symptoms,,symptoms of pre diabetes,786
1887,pre diabetes symptoms,,symptons of getting close to being diabetic,731
1887,pre diabetes symptoms,,prediabetes symptoms,603
1887,pre diabetes symptoms,,borderline diabetes symptoms,500
1887,pre diabetes symptoms,,pre diabetes signs and symptoms,361
1887,pre diabetes symptoms,,pre diabetes symptoms uk,304
1887,pre diabetes symptoms,,prediabetic symptoms,215
1887,pre diabetes symptoms,,symptoms of pre diabetic stage,213
1887,pre diabetes symptoms,,signs of pre diabeties,213
1887,pre diabetes symptoms,,signes of pre diabetes,194
1887,pre diabetes symptoms,,symptoms of being pre diabetic,171
1887,pre diabetes symptoms,,symptoms for pre diabetes,167
1887,pre diabetes symptoms,,prediabetic signs,150
1887,pre diabetes symptoms,,pre diabetic signs,134
1887,pre diabetes symptoms,,pre diabetic symptons,119
1888,ectopic pregnancy symptoms,https://www.nhs.uk/conditions/ectopic-pregnancy/symptoms/,ectopic pregnancy symptoms,25836
1888,ectopic pregnancy symptoms,https://www.nhs.uk/conditions/ectopic-pregnancy/symptoms/,symptoms of ectopic pregnancy,10173
1888,ectopic pregnancy symptoms,https://www.nhs.uk/conditions/ectopic-pregnancy/symptoms/,signs of ectopic pregnancy,5630
1888,ectopic pregnancy symptoms,https://www.nhs.uk/conditions/ectopic-pregnancy/symptoms/,ectopic pregnancy signs,3579
1888,ectopic pregnancy symptoms,https://www.nhs.uk/conditions/ectopic-pregnancy/symptoms/,symptoms of an ectopic pregnancy,2646
1888,ectopic pregnancy symptoms,https://www.nhs.uk/conditions/ectopic-pregnancy/symptoms/,signs of an ectopic pregnancy,2068
1888,ectopic pregnancy symptoms,https://www.nhs.uk/conditions/ectopic-pregnancy/symptoms/,signs of ectopic,1346
1888,ectopic pregnancy symptoms,https://www.nhs.uk/conditions/ectopic-pregnancy/symptoms/,symptoms ectopic pregnancy,1144
1889,autism awareness week,,autism awareness week,7330
1889,autism awareness week,,world autism awareness week,2210
1889,autism awareness week,,autism week,1162
1890,miscarriage association,,miscarriage association,7593
1890,miscarriage association,,miscarriage support,1374
1890,miscarriage association,,the miscarriage association,1238
1891,glycemic index,https://www.nhs.uk/chq/pages/1862.aspx?categoryid=51,glycemic index,27765
1891,glycemic index,https://www.nhs.uk/chq/pages/1862.aspx?categoryid=51,gi index,5235
1891,glycemic index,https://www.nhs.uk/chq/pages/1862.aspx?categoryid=51,glycaemic index,3376
1893,sugar free cake,,sugar free cake,13047
1893,sugar free cake,,sugar free cakes,3790
1894,sugar free recipes,,sugar free recipes,11156
1894,sugar free recipes,,sugar free recipes uk,2011
1895,sugar free chocolate,,sugar free chocolate,9679
1895,sugar free chocolate,,sugar free chocolate uk,1544
1896,low gi foods,,low gi foods,30691
1896,low gi foods,,low gi food,3145
1896,low gi foods,,low gi,3111
1896,low gi foods,,low gi foods uk,2233
1897,sociopath,,sociopath,163513
1897,sociopath,,sociopathy,6394
1897,sociopath,,sociopaths,2319
1897,sociopath,,sociopathic,1662
1897,sociopath,,sociopathic personality disorder,1096
1898,type 1 diabetes,https://www.nhs.uk/conditions/type-1-diabetes/,type 1 diabetes,38958
1898,type 1 diabetes,https://www.nhs.uk/conditions/type-1-diabetes/,diabetes type 1,10591
1898,type 1 diabetes,https://www.nhs.uk/conditions/type-1-diabetes/,type one diabetes,2784
1898,type 1 diabetes,https://www.nhs.uk/conditions/type-1-diabetes/,diabetes 1,1194
1898,type 1 diabetes,https://www.nhs.uk/conditions/type-1-diabetes/,type1 diabetes,1072
1898,type 1 diabetes,https://www.nhs.uk/conditions/type-1-diabetes/,type 1 diabetic,668
1898,type 1 diabetes,https://www.nhs.uk/conditions/type-1-diabetes/,type 1 diabetes mellitus,546
1898,type 1 diabetes,https://www.nhs.uk/conditions/type-1-diabetes/,diabetes mellitus type 1,502
1898,type 1 diabetes,https://www.nhs.uk/conditions/type-1-diabetes/,diabetes type1,431
1898,type 1 diabetes,https://www.nhs.uk/conditions/type-1-diabetes/,diabetes one,247
1898,type 1 diabetes,https://www.nhs.uk/conditions/type-1-diabetes/,type 1 diabetics,231
1898,type 1 diabetes,https://www.nhs.uk/conditions/type-1-diabetes/,diabetes type one,218
1898,type 1 diabetes,https://www.nhs.uk/conditions/type-1-diabetes/,diabetic 1,172
1898,type 1 diabetes,https://www.nhs.uk/conditions/type-1-diabetes/,type i diabetes,143
1898,type 1 diabetes,https://www.nhs.uk/conditions/type-1-diabetes/,diabetic type 1,126
1898,type 1 diabetes,https://www.nhs.uk/conditions/type-1-diabetes/,uk type 1 diabetes,110
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,type 2 diabetes symptoms,45693
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,symptoms of type 2 diabetes,23811
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,symptoms of diabetes type 2,14768
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,diabetes type 2 symptoms,11889
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,diabetes 2 symptoms,4949
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,signs of type 2 diabetes,4317
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,signs of diabetes type 2,4170
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,symptoms type 2 diabetes,3686
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,diabetes symptoms type 2,3598
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,symptoms diabetes type 2,1580
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,what are the symptoms of type 2 diabetes,863
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,type two diabetes symptoms,826
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,signs and symptoms of type 2 diabetes,699
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,symptoms of diabetes 2,679
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,type 2 diabetes signs,645
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,what are the symptoms of diabetes type 2,644
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,symptoms type 2 diabetes uk,597
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,symptons of type 2 diabetes,546
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,signs type 2 diabetes,545
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,symptoms of stage 2 diabetes,510
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,what are symptoms of diabetes type 2,484
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,symptoms for type 2 diabetes,433
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,diabetes two symptoms,396
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,signs and symptoms of diabetes type 2,384
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,type ii diabetes symptoms,344
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,symptons of diabetes type 2,295
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,type2 diabetes symptoms,292
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,t2 diabetes symptoms,283
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,symptoms diabetes 2,279
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,what are signs of type 2 diabetes,267
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,sign and symptoms for diabetes type 2,253
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,symptom of diabetes type 2,237
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,sign of diabetes type 2,231
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,type 2 diabetes symtpoms,211
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,symptoms of type two diabetes,207
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,signs of type 2 diabetes uk,203
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,symptoms of type 2 diabetes uk,199
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,the symptoms of type 2 diabetes mellitus condition,194
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,diabete type 2 symptoms,194
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,type 2 diabetes signs and symptoms,186
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,diabetes signs type 2,186
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,signs of t2 diabetes,181
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,symptoms.of diabetes type 2,181
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,diabetes signs and symptoms type 2,176
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,signs and symptoms type 2 diabetes,173
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,symptoms of type:2 diabetes,170
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,diabeties type 2 symptoms,152
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,diabetes 2 symptons,144
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,what are the signs of type 2 diabetes,142
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,diabetes type2 symptoms,137
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,symptoms of type 2 diabetese,135
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,type-2 diabetes symptoms,135
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,diabetes type 2 sign and symptoms,129
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,diabetes type 2 symptom,109
1899,type 2 diabetes symptoms,https://www.nhs.uk/conditions/type-2-diabetes/symptoms/,diabetes 2 symptom,108
1902,what causes type 2 diabetes,https://www.nhs.uk/conditions/type-2-diabetes/causes/,what causes type 2 diabetes,2932
1902,what causes type 2 diabetes,https://www.nhs.uk/conditions/type-2-diabetes/causes/,type 2 diabetes causes,2618
1902,what causes type 2 diabetes,https://www.nhs.uk/conditions/type-2-diabetes/causes/,causes of type 2 diabetes,2026
1902,what causes type 2 diabetes,https://www.nhs.uk/conditions/type-2-diabetes/causes/,what is type 2 diabetes caused by,1452
1902,what causes type 2 diabetes,https://www.nhs.uk/conditions/type-2-diabetes/causes/,how do you get type 2 diabetes,1437
1902,what causes type 2 diabetes,https://www.nhs.uk/conditions/type-2-diabetes/causes/,what causes diabetes type 2,736
1902,what causes type 2 diabetes,https://www.nhs.uk/conditions/type-2-diabetes/causes/,causes of diabetes type 2,621
1902,what causes type 2 diabetes,https://www.nhs.uk/conditions/type-2-diabetes/causes/,what causes type 2 diabetes to develop,564
1902,what causes type 2 diabetes,https://www.nhs.uk/conditions/type-2-diabetes/causes/,cause of type 2 diabetes,532
1902,what causes type 2 diabetes,https://www.nhs.uk/conditions/type-2-diabetes/causes/,diabetes type 2 causes,336
1902,what causes type 2 diabetes,https://www.nhs.uk/conditions/type-2-diabetes/causes/,diabetes causes type 2,313
1902,what causes type 2 diabetes,https://www.nhs.uk/conditions/type-2-diabetes/causes/,cause of diabetes type 2,304
1902,what causes type 2 diabetes,https://www.nhs.uk/conditions/type-2-diabetes/causes/,the causes of type 2 diabetes,250
1902,what causes type 2 diabetes,https://www.nhs.uk/conditions/type-2-diabetes/causes/,how is type 2 diabetes caused,229
1902,what causes type 2 diabetes,https://www.nhs.uk/conditions/type-2-diabetes/causes/,causes for type 2 diabetes,214
1902,what causes type 2 diabetes,https://www.nhs.uk/conditions/type-2-diabetes/causes/,what does type 2 diabetes cause,187
1902,what causes type 2 diabetes,https://www.nhs.uk/conditions/type-2-diabetes/causes/,causes type 2 diabetes,124
1902,what causes type 2 diabetes,https://www.nhs.uk/conditions/type-2-diabetes/causes/,how do you get diabetes type 2,113
1902,what causes type 2 diabetes,https://www.nhs.uk/conditions/type-2-diabetes/causes/,type 2 diabetes mellitus causes,109
1902,what causes type 2 diabetes,https://www.nhs.uk/conditions/type-2-diabetes/causes/,what cause type 2 diabetes,107
1902,what causes type 2 diabetes,https://www.nhs.uk/conditions/type-2-diabetes/causes/,causes of type two diabetes,106
1904,type 1 diabetes symptoms,https://www.nhs.uk/conditions/type-1-diabetes/symptoms/,type 1 diabetes symptoms,13943
1904,type 1 diabetes symptoms,https://www.nhs.uk/conditions/type-1-diabetes/symptoms/,symptoms of diabetes type 1,11169
1904,type 1 diabetes symptoms,https://www.nhs.uk/conditions/type-1-diabetes/symptoms/,symptoms of type 1 diabetes,6380
1904,type 1 diabetes symptoms,https://www.nhs.uk/conditions/type-1-diabetes/symptoms/,diabetes type 1 symptoms,3596
1904,type 1 diabetes symptoms,https://www.nhs.uk/conditions/type-1-diabetes/symptoms/,signs of type 1 diabetes,1314
1904,type 1 diabetes symptoms,https://www.nhs.uk/conditions/type-1-diabetes/symptoms/,diabetes 1 symptoms,822
1904,type 1 diabetes symptoms,https://www.nhs.uk/conditions/type-1-diabetes/symptoms/,symptoms diabetes type 1,627
1904,type 1 diabetes symptoms,https://www.nhs.uk/conditions/type-1-diabetes/symptoms/,diabetes signs and symptoms type 1,561
1904,type 1 diabetes symptoms,https://www.nhs.uk/conditions/type-1-diabetes/symptoms/,symptom of diabetes type 1,553
1904,type 1 diabetes symptoms,https://www.nhs.uk/conditions/type-1-diabetes/symptoms/,diabetes symptoms type 1,265
1904,type 1 diabetes symptoms,https://www.nhs.uk/conditions/type-1-diabetes/symptoms/,symptoms for type 1 diabetes,260
1904,type 1 diabetes symptoms,https://www.nhs.uk/conditions/type-1-diabetes/symptoms/,signs of diabetes type 1,257
1904,type 1 diabetes symptoms,https://www.nhs.uk/conditions/type-1-diabetes/symptoms/,what are the symptoms of type 1 diabetes,247
1904,type 1 diabetes symptoms,https://www.nhs.uk/conditions/type-1-diabetes/symptoms/,symptoms of type one diabetes,179
1904,type 1 diabetes symptoms,https://www.nhs.uk/conditions/type-1-diabetes/symptoms/,type 1 diabetes signs,146
1904,type 1 diabetes symptoms,https://www.nhs.uk/conditions/type-1-diabetes/symptoms/,symptoms to type 1 diabetes,143
1905,difference between type1 and type 2 diabetes,,difference between type1 and type 2 diabetes,6401
1905,difference between type1 and type 2 diabetes,,difference between type 1 and type 2 diabetes,2352
1905,difference between type1 and type 2 diabetes,,type 1 and 2 diabetes,1640
1905,difference between type1 and type 2 diabetes,,type 1 vs type 2 diabetes,1602
1905,difference between type1 and type 2 diabetes,,type 1 and type 2 diabetes,1562
1905,difference between type1 and type 2 diabetes,,diabetes type 1 and 2,1163
1905,difference between type1 and type 2 diabetes,,what is the difference between type1 and type 2 diabetes,934
1905,difference between type1 and type 2 diabetes,,what is the difference between type 1 and 2 diabetes,907
1905,difference between type1 and type 2 diabetes,,difference between type 1 and 2 diabetes,699
1905,difference between type1 and type 2 diabetes,,type 1 v type 2 diabetes,500
1905,difference between type1 and type 2 diabetes,,type 1 or 2 diabetes,474
1905,difference between type1 and type 2 diabetes,,how to differentiate type 1 and 2 diabetes,447
1905,difference between type1 and type 2 diabetes,,differences in type 1 and 2 diabetes,376
1905,difference between type1 and type 2 diabetes,,diabetes type 1 vs 2,347
1905,difference between type1 and type 2 diabetes,,type1 or type 2 diabetes,300
1905,difference between type1 and type 2 diabetes,,difference between diabetes type 1 and 2,283
1905,difference between type1 and type 2 diabetes,,difference in type 1 diabetes and type 2 diabetes,271
1905,difference between type1 and type 2 diabetes,,diabetes type 2 type 1 differences,264
1905,difference between type1 and type 2 diabetes,,type 2 and 1 diabetes,262
1905,difference between type1 and type 2 diabetes,,difference type 1 and 2 diabetes,261
1905,difference between type1 and type 2 diabetes,,differences between type 1 & type 2 diabetes,239
1905,difference between type1 and type 2 diabetes,,type 1 diabetes vs 2,238
1905,difference between type1 and type 2 diabetes,,how to tell between type 1 and 2 diabetes,230
1905,difference between type1 and type 2 diabetes,,type 1 diabetes vs type 2 diabetes,215
1905,difference between type1 and type 2 diabetes,,difference tween type 1 and type 2 diabetes,214
1905,difference between type1 and type 2 diabetes,,am i type 1 or 2 diabetic,212
1905,difference between type1 and type 2 diabetes,,type 2 vs 1 diabetes,203
1905,difference between type1 and type 2 diabetes,,how to determine type 1 or 2 diabetes,200
